5,5,5,5,5,5,5,1,1,0,5,5,5,5,5,5
8,9,8,9,8,9,8,10,10,10,8,9,8,9,8,9
5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5
5,2,3,3,3,3,3,3,3,3,4,3,3,3,2,5
5,2,3,3,3,3,3,3,3,3,3,4,3,3,2,5
5,2,3,3,3,3,3,3,3,3,3,4,3,3,2,5
5,2,3,3,3,4,3,3,5,3,3,3,3,3,2,5
1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,0
0,2,4,3,3,3,5,3,3,3,5,3,4,4,2,0
0,2,3,3,3,3,3,3,5,3,3,3,3,3,2,0
5,2,3,3,4,3,3,3,3,3,3,3,3,3,2,5
5,2,3,3,3,3,4,3,3,4,3,3,3,3,2,5
5,2,4,3,3,3,4,3,3,3,3,4,3,3,2,5
5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5
8,9,8,9,8,9,8,10,10,10,8,9,8,9,8,9
5,5,5,5,5,5,5,1,0,0,5,5,5,5,5,5
